path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/exercises/informatik/programmierpraxis-und-tests/konfiguration-und-umgebung/konfiguration-und-umgebung-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/konfiguration-und-umgebung,Konfiguration und Umgebung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/konfiguration-und-umgebung/konfiguration-und-umgebung-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/konfiguration-und-umgebung,Lösung – Konfiguration und Umgebung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/konfiguration-und-umgebung/konfiguration-und-umgebung-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/konfiguration-und-umgebung,Lösung – Konfiguration und Umgebung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/konfiguration-und-umgebung.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/konfiguration-und-umgebung,Schaubild: Konfiguration und Umgebung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/daten-und-information/dateien-und-pfade-in-programmen/ueberblick/grundlagen-dateien-und-pfade-in-programmen.md,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Grundlagen: Dateien und Pfade in Programmen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/dateien-und-pfade-in-programmen.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/dateien-und-pfade-in-programmen/dateien-und-pfade-in-programmen-ruhig-einordnen-v185.md,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Dateien und Pfade in Programmen – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/dateien-und-pfade-in-programmen/dateien-und-pfade-in-programmen-anwenden-und-pruefen-v185.md,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Dateien und Pfade in Programmen – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/dateien-und-pfade-in-programmen/dateien-und-pfade-in-programmen-ruhig-einordnen-v185-loesung.md,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Lösung – Dateien und Pfade in Programmen – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/dateien-und-pfade-in-programmen/dateien-und-pfade-in-programmen-anwenden-und-pruefen-v185-loesung.md,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Lösung – Dateien und Pfade in Programmen – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/dateien-und-pfade-in-programmen.svg,informatik,Daten und Information,daten-und-information/dateien-und-pfade-in-programmen,Schaubild: Dateien und Pfade in Programmen,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/daten-und-information/parsing-und-tokenisierung/ueberblick/grundlagen-parsing-und-tokenisierung.md,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Grundlagen: Parsing und Tokenisierung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/parsing-und-tokenisierung.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/parsing-und-tokenisierung/parsing-und-tokenisierung-ruhig-einordnen-v185.md,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Parsing und Tokenisierung – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/parsing-und-tokenisierung/parsing-und-tokenisierung-anwenden-und-pruefen-v185.md,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Parsing und Tokenisierung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/parsing-und-tokenisierung/parsing-und-tokenisierung-ruhig-einordnen-v185-loesung.md,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Lösung – Parsing und Tokenisierung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/parsing-und-tokenisierung/parsing-und-tokenisierung-anwenden-und-pruefen-v185-loesung.md,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Lösung – Parsing und Tokenisierung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/parsing-und-tokenisierung.svg,informatik,Daten und Information,daten-und-information/parsing-und-tokenisierung,Schaubild: Parsing und Tokenisierung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/daten-und-information/serialisierung-und-datenaustausch/ueberblick/grundlagen-serialisierung-und-datenaustausch.md,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Grundlagen: Serialisierung und Datenaustausch,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/serialisierung-und-datenaustausch.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/serialisierung-und-datenaustausch/serialisierung-und-datenaustausch-ruhig-einordnen-v185.md,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Serialisierung und Datenaustausch – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/daten-und-information/serialisierung-und-datenaustausch/serialisierung-und-datenaustausch-anwenden-und-pruefen-v185.md,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Serialisierung und Datenaustausch – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/serialisierung-und-datenaustausch/serialisierung-und-datenaustausch-ruhig-einordnen-v185-loesung.md,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Lösung – Serialisierung und Datenaustausch – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/daten-und-information/serialisierung-und-datenaustausch/serialisierung-und-datenaustausch-anwenden-und-pruefen-v185-loesung.md,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Lösung – Serialisierung und Datenaustausch – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/serialisierung-und-datenaustausch.svg,informatik,Daten und Information,daten-und-information/serialisierung-und-datenaustausch,Schaubild: Serialisierung und Datenaustausch,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/datenstrukturen-im-einsatz/hash-tabellen-und-lookup/ueberblick/grundlagen-hash-tabellen-und-lookup.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Grundlagen: Hash-Tabellen und Lookup,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/hash-tabellen-und-lookup.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/hash-tabellen-und-lookup/hash-tabellen-und-lookup-ruhig-einordnen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Hash-Tabellen und Lookup – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/hash-tabellen-und-lookup/hash-tabellen-und-lookup-anwenden-und-pruefen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Hash-Tabellen und Lookup – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/hash-tabellen-und-lookup/hash-tabellen-und-lookup-ruhig-einordnen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Lösung – Hash-Tabellen und Lookup – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/hash-tabellen-und-lookup/hash-tabellen-und-lookup-anwenden-und-pruefen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Lösung – Hash-Tabellen und Lookup – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/hash-tabellen-und-lookup.svg,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/hash-tabellen-und-lookup,Schaubild: Hash-Tabellen und Lookup,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/datenstrukturen-im-einsatz/baumstrukturen/ueberblick/grundlagen-baumstrukturen.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Grundlagen: Baumstrukturen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/baumstrukturen.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/baumstrukturen/baumstrukturen-ruhig-einordnen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Baumstrukturen – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/baumstrukturen/baumstrukturen-anwenden-und-pruefen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Baumstrukturen – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/baumstrukturen/baumstrukturen-ruhig-einordnen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Lösung – Baumstrukturen – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/baumstrukturen/baumstrukturen-anwenden-und-pruefen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Lösung – Baumstrukturen – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/baumstrukturen.svg,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/baumstrukturen,Schaubild: Baumstrukturen,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/datenstrukturen-im-einsatz/graphen-und-beziehungen/ueberblick/grundlagen-graphen-und-beziehungen.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Grundlagen: Graphen und Beziehungen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/graphen-und-beziehungen.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/graphen-und-beziehungen/graphen-und-beziehungen-ruhig-einordnen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Graphen und Beziehungen – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/datenstrukturen-im-einsatz/graphen-und-beziehungen/graphen-und-beziehungen-anwenden-und-pruefen-v185.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Graphen und Beziehungen – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/graphen-und-beziehungen/graphen-und-beziehungen-ruhig-einordnen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Lösung – Graphen und Beziehungen – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/datenstrukturen-im-einsatz/graphen-und-beziehungen/graphen-und-beziehungen-anwenden-und-pruefen-v185-loesung.md,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Lösung – Graphen und Beziehungen – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/graphen-und-beziehungen.svg,informatik,Datenstrukturen im Einsatz,datenstrukturen-im-einsatz/graphen-und-beziehungen,Schaubild: Graphen und Beziehungen,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/programmierpraxis-und-tests/caching-und-memoisierung/ueberblick/grundlagen-caching-und-memoisierung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Grundlagen: Caching und Memoisierung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/caching-und-memoisierung.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/caching-und-memoisierung/caching-und-memoisierung-ruhig-einordnen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Caching und Memoisierung – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/caching-und-memoisierung/caching-und-memoisierung-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Caching und Memoisierung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/caching-und-memoisierung/caching-und-memoisierung-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Lösung – Caching und Memoisierung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/caching-und-memoisierung/caching-und-memoisierung-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Lösung – Caching und Memoisierung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/caching-und-memoisierung.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/caching-und-memoisierung,Schaubild: Caching und Memoisierung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
